#### 	 Vertical City Weather Generator (VCWG)  	 #### 
# Infiltration at roof and ground 
# 0:time [hr] 1:fRoofVeg [mm s^-1] 2:fGroundBare [mm s^-1] 3:fGroundVeg [mm s^-1] 4:fGroundImp [mm s^-1] 
54 nan nan 0.000000 0.000000 
55 nan nan 0.000000 0.000000 
56 nan nan 0.000000 0.000000 
57 nan nan 0.000000 0.000000 
58 nan nan 0.000000 0.000000 
59 nan nan 0.000000 0.000000 
60 nan nan 0.000000 0.000000 
61 nan nan 0.000000 0.000000 
62 nan nan 0.000000 0.000000 
63 nan nan 0.000000 0.000000 
64 nan nan 0.000000 0.000000 
65 nan nan 0.000000 0.000000 
66 nan nan 0.000000 0.000000 
67 nan nan 0.000000 0.000000 
68 nan nan 0.000000 0.000000 
69 nan nan 0.000000 0.000000 
70 nan nan 0.000000 0.000000 
71 nan nan 0.000000 0.000000 
72 nan nan 0.000000 0.000000 
73 nan nan 0.000000 0.000000 
74 nan nan 0.000000 0.000000 
75 nan nan 0.000000 0.000000 
76 nan nan 0.000000 0.000000 
77 nan nan 0.000000 0.000000 
78 nan nan 0.000000 0.000000 
79 nan nan 0.000000 0.000000 
80 nan nan 0.000000 0.000000 
81 nan nan 0.000000 0.000000 
82 nan nan 0.000000 0.000000 
83 nan nan 0.000000 0.000000 
84 nan nan 0.000000 0.000000 
85 nan nan 0.000000 0.000000 
86 nan nan 0.000000 0.000000 
87 nan nan 0.000000 0.000000 
88 nan nan 0.000000 0.000000 
89 nan nan 0.000000 0.000000 
90 nan nan 0.000000 0.000000 
91 nan nan 0.000000 0.000000 
92 nan nan 0.000000 0.000000 
93 nan nan 0.000000 0.000000 
94 nan nan 0.000000 0.000000 
95 nan nan 0.000000 0.000000 
96 nan nan 0.000000 0.000000 
97 nan nan 0.000000 0.000000 
98 nan nan 0.000000 0.000000 
99 nan nan 0.000000 0.000000 
100 nan nan 0.000000 0.000000 
101 nan nan 0.000000 0.000000 
102 nan nan 0.000000 0.000000 
103 nan nan 0.000000 0.000000 
104 nan nan 0.000000 0.000000 
105 nan nan 0.000000 0.000000 
106 nan nan 0.000000 0.000000 
107 nan nan 0.000000 0.000000 
108 nan nan 0.000000 0.000000 
109 nan nan 0.000000 0.000000 
110 nan nan 0.000000 0.000000 
111 nan nan 0.000000 0.000000 
112 nan nan 0.000000 0.000000 
113 nan nan 0.000000 0.000000 
114 nan nan 0.000000 0.000000 
115 nan nan 0.000000 0.000000 
116 nan nan 0.000000 0.000000 
117 nan nan 0.000000 0.000000 
118 nan nan 0.000000 0.000000 
119 nan nan 0.000000 0.000000 
120 nan nan 0.000000 0.000000 
121 nan nan 0.000000 0.000000 
122 nan nan 0.000000 0.000000 
123 nan nan 0.000000 0.000000 
124 nan nan 0.000000 0.000000 
125 nan nan 0.000000 0.000000 
126 nan nan 0.000000 0.000000 
127 nan nan 0.000000 0.000000 
128 nan nan 0.000000 0.000000 
129 nan nan 0.000000 0.000000 
130 nan nan 0.000000 0.000000 
131 nan nan 0.000000 0.000000 
132 nan nan 0.000000 0.000000 
133 nan nan 0.000000 0.000000 
134 nan nan 0.000000 0.000000 
135 nan nan 0.000000 0.000000 
136 nan nan 0.000000 0.000000 
137 nan nan 0.000000 0.000000 
138 nan nan 0.000000 0.000000 
139 nan nan 0.000000 0.000000 
140 nan nan 0.000000 0.000000 
141 nan nan 0.000000 0.000000 
142 nan nan 0.000000 0.000000 
143 nan nan 0.000000 0.000000 
144 nan nan 0.000000 0.000000 
145 nan nan 0.000000 0.000000 
146 nan nan 0.000000 0.000000 
147 nan nan 0.000000 0.000000 
148 nan nan 0.000000 0.000000 
149 nan nan 0.000000 0.000000 
150 nan nan 0.000000 0.000000 
151 nan nan 0.000000 0.000000 
152 nan nan 0.000000 0.000000 
153 nan nan 0.000000 0.000000 
154 nan nan 0.000000 0.000000 
155 nan nan 0.000000 0.000000 
156 nan nan 0.000000 0.000000 
157 nan nan 0.000000 0.000000 
158 nan nan 0.000000 0.000000 
159 nan nan 0.000000 0.000000 
160 nan nan 0.000000 0.000000 
161 nan nan 0.000000 0.000000 
162 nan nan 0.000000 0.000000 
163 nan nan 0.000000 0.000000 
164 nan nan 0.000000 0.000000 
165 nan nan 0.000000 0.000000 
166 nan nan 0.000000 0.000000 
167 nan nan 0.000000 0.000000 
168 nan nan 0.000000 0.000000 
169 nan nan 0.000000 0.000000 
170 nan nan 0.000000 0.000000 
171 nan nan 0.000000 0.000000 
172 nan nan 0.000000 0.000000 
173 nan nan 0.000000 0.000000 
174 nan nan 0.000000 0.000000 
175 nan nan 0.000000 0.000000 
176 nan nan 0.000000 0.000000 
177 nan nan 0.000000 0.000000 
178 nan nan 0.000000 0.000000 
179 nan nan 0.000000 0.000000 
180 nan nan 0.000000 0.000000 
181 nan nan 0.000000 0.000000 
182 nan nan 0.000000 0.000000 
183 nan nan 0.000000 0.000000 
184 nan nan 0.000000 0.000000 
185 nan nan 0.000000 0.000000 
186 nan nan 0.000000 0.000000 
187 nan nan 0.000000 0.000000 
188 nan nan 0.000000 0.000000 
189 nan nan 0.000000 0.000000 
190 nan nan 0.000000 0.000000 
191 nan nan 0.000000 0.000000 
192 nan nan 0.000000 0.000000 
193 nan nan 0.000000 0.000000 
194 nan nan 0.000000 0.000000 
195 nan nan 0.000000 0.000000 
196 nan nan 0.000000 0.000000 
197 nan nan 0.000000 0.000000 
198 nan nan 0.000000 0.000000 
199 nan nan 0.000000 0.000000 
200 nan nan 0.000000 0.000000 
201 nan nan 0.000000 0.000000 
202 nan nan 0.000000 0.000000 
203 nan nan 0.000000 0.000000 
204 nan nan 0.000000 0.000000 
205 nan nan 0.000000 0.000000 
206 nan nan 0.000000 0.000000 
207 nan nan 0.000000 0.000000 
208 nan nan 0.000000 0.000000 
209 nan nan 0.000000 0.000000 
210 nan nan 0.000000 0.000000 
211 nan nan 0.000000 0.000000 
212 nan nan 0.000000 0.000000 
213 nan nan 0.000000 0.000000 
214 nan nan 0.000000 0.000000 
215 nan nan 0.000000 0.000000 
216 nan nan 0.000000 0.000000 
217 nan nan 0.000000 0.000000 
218 nan nan 0.000000 0.000000 
219 nan nan 0.000000 0.000000 
220 nan nan 0.000000 0.000000 
221 nan nan 0.000000 0.000000 
222 nan nan 0.000000 0.000000 
223 nan nan 0.000000 0.000000 
224 nan nan 0.000000 0.000000 
225 nan nan 0.000000 0.000000 
226 nan nan 0.000000 0.000000 
227 nan nan 0.000000 0.000000 
228 nan nan 0.000000 0.000000 
229 nan nan 0.000000 0.000000 
230 nan nan 0.000000 0.000000 
231 nan nan 0.000000 0.000000 
232 nan nan 0.000000 0.000000 
233 nan nan 0.000000 0.000000 
234 nan nan 0.000000 0.000000 
235 nan nan 0.000000 0.000000 
236 nan nan 0.000000 0.000000 
237 nan nan 0.000000 0.000000 
238 nan nan 0.000000 0.000000 
239 nan nan 0.000000 0.000000 
240 nan nan 0.000000 0.000000 
241 nan nan 0.000000 0.000000 
242 nan nan 0.000000 0.000000 
243 nan nan 0.000000 0.000000 
244 nan nan 0.000000 0.000000 
245 nan nan 0.000000 0.000000 
246 nan nan 0.000000 0.000000 
247 nan nan 0.000000 0.000000 
248 nan nan 0.000000 0.000000 
249 nan nan 0.000000 0.000000 
250 nan nan 0.000000 0.000000 
251 nan nan 0.000000 0.000000 
252 nan nan 0.000000 0.000000 
253 nan nan 0.000000 0.000000 
254 nan nan 0.000000 0.000000 
255 nan nan 0.000000 0.000000 
256 nan nan 0.000000 0.000000 
257 nan nan 0.000000 0.000000 
258 nan nan 0.000000 0.000000 
259 nan nan 0.000000 0.000000 
260 nan nan 0.000000 0.000000 
261 nan nan 0.000000 0.000000 
262 nan nan 0.000000 0.000000 
263 nan nan 0.000000 0.000000 
264 nan nan 0.000000 0.000000 
265 nan nan 0.000000 0.000000 
266 nan nan 0.000000 0.000000 
267 nan nan 0.000000 0.000000 
268 nan nan 0.000000 0.000000 
269 nan nan 0.000000 0.000000 
270 nan nan 0.000000 0.000000 
271 nan nan 0.000000 0.000000 
272 nan nan 0.000000 0.000000 
273 nan nan 0.000000 0.000000 
274 nan nan 0.000000 0.000000 
275 nan nan 0.000000 0.000000 
276 nan nan 0.000000 0.000000 
277 nan nan 0.000000 0.000000 
278 nan nan 0.000000 0.000000 
279 nan nan 0.000000 0.000000 
280 nan nan 0.000000 0.000000 
281 nan nan 0.000000 0.000000 
282 nan nan 0.000000 0.000000 
283 nan nan 0.000000 0.000000 
284 nan nan 0.000000 0.000000 
285 nan nan 0.000000 0.000000 
286 nan nan 0.000000 0.000000 
287 nan nan 0.000000 0.000000 
288 nan nan 0.000000 0.000000 
289 nan nan 0.000000 0.000000 
290 nan nan 0.000000 0.000000 
291 nan nan 0.000000 0.000000 
292 nan nan 0.000000 0.000000 
293 nan nan 0.000000 0.000000 
294 nan nan 0.000000 0.000000 
295 nan nan 0.000000 0.000000 
296 nan nan 0.000000 0.000000 
297 nan nan 0.000000 0.000000 
298 nan nan 0.000000 0.000000 
299 nan nan 0.000000 0.000000 
300 nan nan 0.000000 0.000000 
301 nan nan 0.000000 0.000000 
302 nan nan 0.000000 0.000000 
303 nan nan 0.000000 0.000000 
304 nan nan 0.000000 0.000000 
305 nan nan 0.000000 0.000000 
306 nan nan 0.000000 0.000000 
307 nan nan 0.000000 0.000000 
308 nan nan 0.000000 0.000000 
309 nan nan 0.000000 0.000000 
310 nan nan 0.000000 0.000000 
311 nan nan 0.000000 0.000000 
312 nan nan 0.000000 0.000000 
313 nan nan 0.000000 0.000000 
314 nan nan 0.000000 0.000000 
315 nan nan 0.000000 0.000000 
316 nan nan 0.000000 0.000000 
317 nan nan 0.000000 0.000000 
318 nan nan 0.000000 0.000000 
319 nan nan 0.000000 0.000000 
320 nan nan 0.000000 0.000000 
321 nan nan 0.000000 0.000000 
322 nan nan 0.000000 0.000000 
323 nan nan 0.000000 0.000000 
324 nan nan 0.000000 0.000000 
325 nan nan 0.000000 0.000000 
326 nan nan 0.000000 0.000000 
327 nan nan 0.000000 0.000000 
328 nan nan 0.000000 0.000000 
329 nan nan 0.000000 0.000000 
330 nan nan 0.000000 0.000000 
331 nan nan 0.000000 0.000000 
332 nan nan 0.000000 0.000000 
333 nan nan 0.000000 0.000000 
334 nan nan 0.000000 0.000000 
335 nan nan 0.000000 0.000000 
